genre,song_file,song_index,lyrics
disco,disco.00068.wav,68,"Rapper's delight, I said a hip hop"
disco,disco.00069.wav,69,"Don't stop 'til you get enough, don't stop 'til you get enough"
disco,disco.00070.wav,70,"Feel the rhythm, move your feet, To the disco, oh so sweet"
disco,disco.00071.wav,71,"get down tonight, get down tonight"
disco,disco.00072.wav,72,"Disco inferno, burn baby burn"
disco,disco.00073.wav,73,"Love to love you baby, love to love you baby"
disco,disco.00074.wav,74,"Hot stuff, I need hot stuff"
disco,disco.00075.wav,75,"Get up and boogie, that's right"
disco,disco.00076.wav,76,"More more more, how do you like it"
disco,disco.00077.wav,77,"That's the way uh huh uh huh I like it"
disco,disco.00078.wav,78,"Boogie wonderland, dance boogie wonderland"
disco,disco.00079.wav,79,"Stayin' alive, stayin' alive"
disco,disco.00080.wav,80,"You should be dancing, yeah"
disco,disco.00081.wav,81,"I will survive, hey hey"
disco,disco.00082.wav,82,"We are family, I got all my sisters with me"
disco,disco.00083.wav,83,"Le freak, c'est chic"
disco,disco.00084.wav,84,"Good times, these are the good times"
disco,disco.00085.wav,85,"Don't leave me this way, I can't survive"
disco,disco.00086.wav,86,"He's the greatest dancer"
disco,disco.00087.wav,87,"Ring my bell, ring my bell"
disco,disco.00088.wav,88,"Shake your groove thing"
disco,disco.00089.wav,89,"Dancing queen, young and sweet"
disco,disco.00090.wav,90,"Funky town, gotta move to a town"
disco,disco.00091.wav,91,"I'm your boogie man"
disco,disco.00092.wav,92,"Turn the beat around"
disco,disco.00093.wav,93,"More more more"
disco,disco.00094.wav,94,"That's the way I like it"
disco,disco.00095.wav,95,"Love hangover"
disco,disco.00096.wav,96,"Love to love you baby"
disco,disco.00097.wav,97,"Last dance"
disco,disco.00098.wav,98,"Rock the boat"
disco,disco.00099.wav,99,"Car wash yeah"
hiphop,hiphop.00000.wav,0,"Mic check one two, this is for the crew, Making moves, doing what we do"
hiphop,hiphop.00001.wav,1,"From the streets to the beats, never miss a heat, Hip hop rhythm, can't be beat"
hiphop,hiphop.00002.wav,2,"Check the mic, one two, what you gonna do, Hip hop rhythm, fresh and new"
hiphop,hiphop.00003.wav,3,"Straight out the underground, making that sound, Turning heads all around town"
hiphop,hiphop.00004.wav,4,"Beat drops hard, hitting the yard, Living life without a guard"
hiphop,hiphop.00005.wav,5,"Rhymes so tight, burning bright, Rocking mics all through the night"
hiphop,hiphop.00006.wav,6,"Hustle hard, play my cards, Living life without regards"
hiphop,hiphop.00007.wav,7,"Money, fame, the whole scene, Living out the American dream"
hiphop,hiphop.00008.wav,8,"Stacking paper, making moves, Never ever gonna lose"
hiphop,hiphop.00009.wav,9,"From the bottom to the top, Never gonna ever stop"
hiphop,hiphop.00010.wav,10,"Riding through the city lights, Everything feels so right"
hiphop,hiphop.00011.wav,11,"Making waves, setting trends, This is where the story ends"
hiphop,hiphop.00012.wav,12,"Bass so low, you can feel it in your soul, Hip hop music, taking control"
hiphop,hiphop.00013.wav,13,"Rhymes so sick, make you feel the trick, Hip hop music, does the trick"
hiphop,hiphop.00014.wav,14,"From the block to the stage, Turning over a new page"
hiphop,hiphop.00015.wav,15,"Living fast, moving quick, That's my style, that's my trick"
hiphop,hiphop.00016.wav,16,"Making noise, breaking silence, Hip hop music, my defiance"
hiphop,hiphop.00017.wav,17,"Riding beats, dropping rhymes, Making money all the time"
hiphop,hiphop.00018.wav,18,"From the streets, to the elite, Can't nobody take my seat"
hiphop,hiphop.00019.wav,19,"Hip hop life, day and night, Everything's gonna be alright"
hiphop,hiphop.00020.wav,20,"Making history, telling stories, That's what hip hop is for me"
hiphop,hiphop.00021.wav,21,"Riding high, touching sky, Never gonna say goodbye"
hiphop,hiphop.00022.wav,22,"From the ground, to the crown, Never gonna back down"
hiphop,hiphop.00023.wav,23,"Hip hop nation, generation, Taking over the whole nation"
hiphop,hiphop.00024.wav,24,"Beats so fresh, they can't be beat, Hip hop rhythm, can't be beat"
hiphop,hiphop.00025.wav,25,"Making moves, proving points, Hip hop music, disjoints"
hiphop,hiphop.00026.wav,26,"From the heart, to the art, Hip hop music, plays a part"
hiphop,hiphop.00027.wav,27,"Living life, without strife, Hip hop music, is my life"
hiphop,hiphop.00028.wav,28,"Riding beats, feeling heat, Hip hop music, can't be beat"
hiphop,hiphop.00029.wav,29,"Making waves, being brave, Hip hop music, saves"
hiphop,hiphop.00030.wav,30,"From the start, to the finish, Hip hop music, diminish"
hiphop,hiphop.00031.wav,31,"Hip hop beats, hip hop rhymes, Hip hop music, all the time"
hiphop,hiphop.00032.wav,32,"Making noise, making choices, Hip hop music, raises voices"
hiphop,hiphop.00033.wav,33,"From the block, to the top, Hip hop music, never stop"
hiphop,hiphop.00034.wav,34,"Living life, without fear, Hip hop music, is so dear"
hiphop,hiphop.00035.wav,35,"Riding high, touching sky, Hip hop music, never die"
hiphop,hiphop.00036.wav,36,"Making moves, proving points, Hip hop music, disappoints"
hiphop,hiphop.00037.wav,37,"From the heart, to the art, Hip hop music, plays a part"
hiphop,hiphop.00038.wav,38,"Living life, without strife, Hip hop music, is my life"
hiphop,hiphop.00039.wav,39,"Riding beats, feeling heat, Hip hop music, can't be beat"
hiphop,hiphop.00040.wav,40,"Making waves, being brave, Hip hop music, saves"
hiphop,hiphop.00041.wav,41,"From the start, to the finish, Hip hop music, diminish"
hiphop,hiphop.00042.wav,42,"Hip hop beats, hip hop rhymes, Hip hop music, all the time"
hiphop,hiphop.00043.wav,43,"Making noise, making choices, Hip hop music, raises voices"
hiphop,hiphop.00044.wav,44,"From the block, to the top, Hip hop music, never stop"
hiphop,hiphop.00045.wav,45,"Living life, without fear, Hip hop music, is so dear"
hiphop,hiphop.00046.wav,46,"Riding high, touching sky, Hip hop music, never die"
hiphop,hiphop.00047.wav,47,"Making moves, proving points, Hip hop music, disappoints"
hiphop,hiphop.00048.wav,48,"From the heart, to the art, Hip hop music, plays a part"
hiphop,hiphop.00049.wav,49,"Living life, without strife, Hip hop music, is my life"
hiphop,hiphop.00050.wav,50,"Now this is a story all about how, My life got flipped turned upside down"
hiphop,hiphop.00051.wav,51,"I used to read Word Up magazine, Salt'n'Pepa and Heavy D up in the limousine"
hiphop,hiphop.00052.wav,52,"It was all a dream, I used to read Word Up magazine"
hiphop,hiphop.00053.wav,53,"Check out the hook while my DJ revolves it"
hiphop,hiphop.00054.wav,54,"Parents just don't understand"
hiphop,hiphop.00055.wav,55,"You down with O.P.P., yeah you know me"
hiphop,hiphop.00056.wav,56,"I got a story to tell"
hiphop,hiphop.00057.wav,57,"Gin and juice, laid back"
hiphop,hiphop.00058.wav,58,"California love, California knows how to party"
hiphop,hiphop.00059.wav,59,"Nothin' but a G thang, baby"
hiphop,hiphop.00060.wav,60,"Mo money mo problems"
hiphop,hiphop.00061.wav,61,"Hypnotize, straight up shit"
hiphop,hiphop.00062.wav,62,"Big poppa, throw your hands in the air"
hiphop,hiphop.00063.wav,63,"I'll be missing you, every step I take"
hiphop,hiphop.00064.wav,64,"Insane in the membrane, insane got no brain"
hiphop,hiphop.00065.wav,65,"It takes two to make a thing go right"
hiphop,hiphop.00066.wav,66,"Jump jump, the Mac Dad will make you jump jump"
hiphop,hiphop.00067.wav,67,"U can't touch this, stop, Hammer time"
hiphop,hiphop.00068.wav,68,"The message, don't push me 'cause I'm close to the edge"
hiphop,hiphop.00069.wav,69,"Rapper's delight, I said a hip hop"
hiphop,hiphop.00070.wav,70,"The bridge is over, the bridge is over"
hiphop,hiphop.00071.wav,71,"Fight the power, we got to fight the powers that be"
hiphop,hiphop.00072.wav,72,"Paid in full, seven years ago"
hiphop,hiphop.00073.wav,73,"I know you got soul, if you didn't you wouldn't be in here"
hiphop,hiphop.00074.wav,74,"Eric B. is president"
hiphop,hiphop.00075.wav,75,"I need love, love to get me by"
hiphop,hiphop.00076.wav,76,"Bring the noise, bass, how low can you go"
hiphop,hiphop.00077.wav,77,"It's like that, and that's the way it is"
hiphop,hiphop.00078.wav,78,"Me so horny, me love you long time"
hiphop,hiphop.00079.wav,79,"Push it, push it real good"
hiphop,hiphop.00080.wav,80,"Wild thing, you make my heart sing"
hiphop,hiphop.00081.wav,81,"Bust a move, young man"
hiphop,hiphop.00082.wav,82,"Mama said knock you out, don't call it a comeback"
hiphop,hiphop.00083.wav,83,"911 is a joke, don't you think?"
hiphop,hiphop.00084.wav,84,"Rebel without a pause"
hiphop,hiphop.00085.wav,85,"I left my wallet in El Segundo"
hiphop,hiphop.00086.wav,86,"Children's story, once upon a time not long ago"
hiphop,hiphop.00087.wav,87,"The gas face, don't give him the gas face"
hiphop,hiphop.00088.wav,88,"I got it made, special got it made"
hiphop,hiphop.00089.wav,89,"Step in the arena, the beat is phenomenal"
hiphop,hiphop.00090.wav,90,"Live at the barbeque, word to mother"
hiphop,hiphop.00091.wav,91,"Jingling baby, jingling baby"
hiphop,hiphop.00092.wav,92,"Scenario, here we go yo, here we go yo"
hiphop,hiphop.00093.wav,93,"They reminisce over you, T.R.O.Y."
hiphop,hiphop.00094.wav,94,"Shook ones, I only smoke blunts if they're rolled correctly"
hiphop,hiphop.00095.wav,95,"Flava in ya ear, check it out now"
hiphop,hiphop.00096.wav,96,"C.R.E.A.M., dollar dollar bill y'all"
hiphop,hiphop.00097.wav,97,"Protect ya neck, protect ya neck"
hiphop,hiphop.00098.wav,98,"Da mystery of chessboxin'"
hiphop,hiphop.00099.wav,99,"Can I kick it? Yes you can"
jazz,jazz.00000.wav,0,"Saxophone in the moonlight, Everything feels so right tonight"
jazz,jazz.00001.wav,1,"Smooth jazz playing, night is falling, Love is calling, can't you hear"
jazz,jazz.00002.wav,2,"Moonlight on the water, jazz on the breeze, Nothing in this world can put my mind at ease"
jazz,jazz.00003.wav,3,"Trumpet playing soft and low, Where this melody will go, nobody knows"
jazz,jazz.00004.wav,4,"Piano keys, black and white, Playing into the night"
jazz,jazz.00005.wav,5,"Bass line walking, steady beat, Making everything feel so sweet"
jazz,jazz.00006.wav,6,"Drums keeping time, cymbals shine, Everything feels so fine"
jazz,jazz.00007.wav,7,"Jazz club smoke, dimly lit, Where the music perfectly fits"
jazz,jazz.00008.wav,8,"Smooth vocals, velvet tone, Never feeling so alone"
jazz,jazz.00009.wav,9,"Improvisation, making it new, That's what jazz musicians do"
jazz,jazz.00010.wav,10,"Blue notes, bending sound, Making feelings come around"
jazz,jazz.00011.wav,11,"Scat singing, doo bee doo, Making everything feel new"
jazz,jazz.00012.wav,12,"Standards played with feeling, That's what makes jazz so appealing"
jazz,jazz.00013.wav,13,"Bebop fast, notes flying, Never stopping, never dying"
jazz,jazz.00014.wav,14,"Cool jazz, laid back, Never feeling any lack"
jazz,jazz.00015.wav,15,"Hard bop, soulful sound, Making feelings come around"
jazz,jazz.00016.wav,16,"Free jazz, breaking rules, That's what makes it so cool"
jazz,jazz.00017.wav,17,"Fusion jazz, mixing styles, Going on for miles and miles"
jazz,jazz.00018.wav,18,"Latin jazz, rhythm strong, Carrying the night along"
jazz,jazz.00019.wav,19,"Swing jazz, dancing feet, Making everything feel so sweet"
jazz,jazz.00020.wav,20,"Jazz ballad, slow and sweet, Making feelings so complete"
jazz,jazz.00021.wav,21,"Big band sound, full and rich, Making you want to switch"
jazz,jazz.00022.wav,22,"Quartet playing, tight and right, Making everything feel so bright"
jazz,jazz.00023.wav,23,"Trio sound, simple and pure, Making feelings so sure"
jazz,jazz.00024.wav,24,"Solo playing, all alone, Making the night its own"
jazz,jazz.00025.wav,25,"Jazz standards, timeless tunes, Playing under silver moons"
jazz,jazz.00026.wav,26,"Improvised lines, free and clear, Making everything feel so dear"
jazz,jazz.00027.wav,27,"Syncopated rhythm, off the beat, Making everything feel so sweet"
jazz,jazz.00028.wav,28,"Walking bass, steady ground, Making feelings come around"
jazz,jazz.00029.wav,29,"Brush strokes on the drum, soft and light, Making everything feel so right"
jazz,jazz.00030.wav,30,"Piano comping, chords so fine, Making everything feel so divine"
jazz,jazz.00031.wav,31,"Horn section, blaring sound, Making feelings come around"
jazz,jazz.00032.wav,32,"Jazz vocal, smooth and clear, Making everything feel so dear"
jazz,jazz.00033.wav,33,"Scat singing, nonsense words, Making feelings like the birds"
jazz,jazz.00034.wav,34,"Jazz blues, feeling low, Making everything feel so slow"
jazz,jazz.00035.wav,35,"Up tempo jazz, fast and bright, Making everything feel so right"
jazz,jazz.00036.wav,36,"Ballad jazz, slow and sweet, Making feelings so complete"
jazz,jazz.00037.wav,37,"Modal jazz, scales and modes, Carrying emotional episodes"
jazz,jazz.00038.wav,38,"Avant-garde jazz, breaking free, Making you want to see"
jazz,jazz.00039.wav,39,"Jazz fusion, mixing sounds, Making feelings come around"
jazz,jazz.00040.wav,40,"Smooth jazz, easy listening, Making everything glistening"
jazz,jazz.00041.wav,41,"Take five, in 5/4 time, Making everything feel so fine"
jazz,jazz.00042.wav,42,"So what, modal sound, Making feelings come around"
jazz,jazz.00043.wav,43,"Kind of blue, modal jazz, Making everything feel so has"
jazz,jazz.00044.wav,44,"My favorite things, jazz version, Making emotional diversion"
jazz,jazz.00045.wav,45,"Round midnight, Thelonious Monk, Making you feel like a chunk"
jazz,jazz.00046.wav,46,"A love supreme, spiritual jazz, Making everything feel so has"
jazz,jazz.00047.wav,47,"Birdland, weather report, Making feelings come to port"
jazz,jazz.00048.wav,48,"Spain, chick corea, Making you want to see more of"
jazz,jazz.00049.wav,49,"Watermelon man, herbie hancock, Making feelings come around"
jazz,jazz.00050.wav,50,"Take the A train, duke ellington, Making everything feel so fun"
jazz,jazz.00051.wav,51,"In a sentimental mood, duke ellington, Making feelings come around"
jazz,jazz.00052.wav,52,"Strange fruit, billie holiday, Making everything feel so gray"
jazz,jazz.00053.wav,53,"God bless the child, billie holiday, Making feelings come to play"
jazz,jazz.00054.wav,54,"Summertime, gershwin jazz, Making everything feel so has"
jazz,jazz.00055.wav,55,"My funny valentine, chet baker, Making feelings come to make her"
jazz,jazz.00056.wav,56,"Blue train, john coltrane, Making feelings come again"
jazz,jazz.00057.wav,57,"Giant steps, john coltrane, Making feelings come again"
jazz,jazz.00058.wav,58,"Naima, john coltrane, Making feelings come again"
jazz,jazz.00059.wav,59,"Goodbye pork pie hat, charles mingus, Making feelings come again"
jazz,jazz.00060.wav,60,"Moanin', art blakey, Making feelings come again"
jazz,jazz.00061.wav,61,"Song for my father, horace silver, Making feelings come again"
jazz,jazz.00062.wav,62,"Cantaloupe island, herbie hancock, Making feelings come again"
jazz,jazz.00063.wav,63,"Mercy mercy mercy, cannonball adderley, Making feelings come again"
jazz,jazz.00064.wav,64,"St. thomas, sonny rollins, Making feelings come again"
jazz,jazz.00065.wav,65,"Blue in green, miles davis, Making feelings come again"
jazz,jazz.00066.wav,66,"Flamenco sketches, miles davis, Making feelings come again"
jazz,jazz.00067.wav,67,"All blues, miles davis, Making feelings come again"
jazz,jazz.00068.wav,68,"Freddie freeloader, miles davis, Making feelings come again"
jazz,jazz.00069.wav,69,"Bitches brew, miles davis, Making feelings come again"
jazz,jazz.00070.wav,70,"Miles runs the voodoo down, Making feelings come around"
jazz,jazz.00071.wav,71,"Spain, chick corea, Making feelings come again"
jazz,jazz.00072.wav,72,"500 miles high, chick corea, Making feelings come again"
jazz,jazz.00073.wav,73,"Light as a feather, chick corea, Making feelings come again"
jazz,jazz.00074.wav,74,"Birdland, weather report, Making feelings come again"
jazz,jazz.00075.wav,75,"Teen town, weather report, Making feelings come again"
jazz,jazz.00076.wav,76,"A remark you made, weather report, Making feelings come again"
jazz,jazz.00077.wav,77,"Palladium, weather report, Making feelings come again"
jazz,jazz.00078.wav,78,"Black market, weather report, Making feelings come again"
jazz,jazz.00079.wav,79,"Elegant people, weather report, Making feelings come again"
jazz,jazz.00080.wav,80,"Watermelon man, herbie hancock, Making feelings come again"
jazz,jazz.00081.wav,81,"Chameleon, herbie hancock, Making feelings come again"
jazz,jazz.00082.wav,82,"Rockit, herbie hancock, Making feelings come again"
jazz,jazz.00083.wav,83,"Butterfly, herbie hancock, Making feelings come again"
jazz,jazz.00084.wav,84,"Maiden voyage, herbie hancock, Making feelings come again"
jazz,jazz.00085.wav,85,"Dolphin dance, herbie hancock, Making feelings come again"
jazz,jazz.00086.wav,86,"The sorcerer, herbie hancock, Making feelings come again"
jazz,jazz.00087.wav,87,"Eye of the hurricane, herbie hancock, Making feelings come again"
jazz,jazz.00088.wav,88,"Speak like a child, herbie hancock, Making feelings come again"
jazz,jazz.00089.wav,89,"Tell me a bedtime story, herbie hancock, Making feelings come again"
jazz,jazz.00090.wav,90,"Actual proof, herbie hancock, Making feelings come again"
jazz,jazz.00091.wav,91,"Palm grease, herbie hancock, Making feelings come again"
jazz,jazz.00092.wav,92,"Hang up your hang ups, herbie hancock, Making feelings come again"
jazz,jazz.00093.wav,93,"Sun touch, herbie hancock, Making feelings come again"
jazz,jazz.00094.wav,94,"4 a.m., herbie hancock, Making feelings come again"
jazz,jazz.00095.wav,95,"Just around the corner, herbie hancock, Making feelings come again"
jazz,jazz.00096.wav,96,"Hidden shadows, herbie hancock, Making feelings come again"
jazz,jazz.00097.wav,97,"Sleeping giant, herbie hancock, Making feelings come again"
jazz,jazz.00098.wav,98,"Hornets, herbie hancock, Making feelings come again"
jazz,jazz.00099.wav,99,"Sly, herbie hancock, Making feelings come again"
metal,metal.00000.wav,0,"Guitars screaming, breaking ground, Heavy metal, profound sound"
metal,metal.00001.wav,1,"Power chords, distortion loud, Breaking through the angry crowd"
metal,metal.00002.wav,2,"Double bass drums, pounding fast, Making this feeling last"
metal,metal.00003.wav,3,"Growling vocals, deep and low, Making everything feel so"
metal,metal.00004.wav,4,"Shredding solos, fingers fly, Reaching for the sky"
metal,metal.00005.wav,5,"Headbanging, hair flying, Never ever dying"
metal,metal.00006.wav,6,"Mosh pit chaos, bodies fly, Reaching for the sky"
metal,metal.00007.wav,7,"Stage diving, crowd surfing, Never ever curving"
metal,metal.00008.wav,8,"Heavy riffs, crushing weight, Sealing our fate"
metal,metal.00009.wav,9,"Screaming vocals, raw and pure, Making feelings so sure"
metal,metal.00010.wav,10,"Blast beats, machine gun fast, Making this feeling last"
metal,metal.00011.wav,11,"Thrash metal, speed and rage, Turning over a new page"
metal,metal.00012.wav,12,"Death metal, guttural growls, Making feelings come around"
metal,metal.00013.wav,13,"Black metal, cold and dark, Making its mark"
metal,metal.00014.wav,14,"Doom metal, slow and heavy, Making everything feel so"
metal,metal.00015.wav,15,"Power metal, epic tales, Never ever fails"
metal,metal.00016.wav,16,"Progressive metal, complex sound, Making feelings come around"
metal,metal.00017.wav,17,"Symphonic metal, orchestral blend, Never ever end"
metal,metal.00018.wav,18,"Folk metal, ancient tales, Never ever fails"
metal,metal.00019.wav,19,"Nu metal, mixing styles, Going on for miles"
metal,metal.00020.wav,20,"Industrial metal, mechanical sound, Making feelings come around"
metal,metal.00021.wav,21,"Metalcore, breakdowns hard, Making feelings come around"
metal,metal.00022.wav,22,"Deathcore, extreme sound, Making feelings come around"
metal,metal.00023.wav,23,"Grindcore, shortest songs, Where nothing belongs"
metal,metal.00024.wav,24,"Sludge metal, dirty sound, Making feelings come around"
metal,metal.00025.wav,25,"Stoner metal, fuzzy riffs, Giving everyone lifts"
metal,metal.00026.wav,26,"Avant-garde metal, breaking rules, That's what makes it so cool"
metal,metal.00027.wav,27,"Gothic metal, dark romance, Giving everyone a chance"
metal,metal.00028.wav,28,"Heavy metal, classic sound, Making feelings come around"
metal,metal.00029.wav,29,"Speed metal, fast and loud, Breaking through the crowd"
metal,metal.00030.wav,30,"Djent, complex rhythms, Making feelings come around"
metal,metal.00031.wav,31,"Neoclassical metal, technical skill, Giving everyone a thrill"
metal,metal.00032.wav,32,"Post-metal, atmospheric sound, Making feelings come around"
metal,metal.00033.wav,33,"Alternative metal, mixing genres, Opening new doors"
metal,metal.00034.wav,34,"Rap metal, mixing styles, Going on for miles"
metal,metal.00035.wav,35,"Christian metal, spiritual sound, Making feelings come around"
metal,metal.00036.wav,36,"Pirate metal, sea shanties, Making everyone feel fancy"
metal,metal.00037.wav,37,"Viking metal, Norse tales, Never ever fails"
metal,metal.00038.wav,38,"Battle metal, war stories, Making everyone feel glorious"
metal,metal.00039.wav,39,"Funeral doom, slowest pace, Making everyone embrace"
metal,metal.00040.wav,40,"Technical death metal, complex sound, Making feelings come around"
metal,metal.00041.wav,41,"Melodic death metal, harmonies, Making everyone feel free"
metal,metal.00042.wav,42,"Symphonic death metal, orchestral blend, Never ever end"
metal,metal.00043.wav,43,"Brutal death metal, extreme sound, Making feelings come around"
metal,metal.00044.wav,44,"Atmospheric black metal, ambient sound, Making feelings come around"
metal,metal.00045.wav,45,"Depressive black metal, suicidal sound, Making feelings come around"
metal,metal.00046.wav,46,"Raw black metal, lo-fi sound, Making feelings come around"
metal,metal.00047.wav,47,"Progressive death metal, complex sound, Making feelings come around"
metal,metal.00048.wav,48,"Groove metal, mid-tempo sound, Making feelings come around"
metal,metal.00049.wav,49,"Crossover thrash, punk influence, Making everyone feel intense"
metal,metal.00050.wav,50,"Master of puppets, I'm pulling your strings"
metal,metal.00051.wav,51,"Enter sandman, exit light"
metal,metal.00052.wav,52,"One, I can't remember anything"
metal,metal.00053.wav,53,"Sad but true, you know it's sad but true"
metal,metal.00054.wav,54,"Nothing else matters, so close no matter how far"
metal,metal.00055.wav,55,"The unforgiven, new blood joins this earth"
metal,metal.00056.wav,56,"Wherever I may roam, where I lay my head is home"
metal,metal.00057.wav,57,"Seek and destroy, searching, seek and destroy"
metal,metal.00058.wav,58,"Fade to black, life it seems will fade away"
metal,metal.00059.wav,59,"For whom the bell tolls, time marches on"
metal,metal.00060.wav,60,"Creeping death, slaves, Hebrews born to serve"
metal,metal.00061.wav,61,"Battery, cannot kill the family"
metal,metal.00062.wav,62,"The four horsemen, time has taken its toll on you"
metal,metal.00063.wav,63,"Ride the lightning, guilty as charged"
metal,metal.00064.wav,64,"Whiplash, adrenaline starts to flow"
metal,metal.00065.wav,65,"Iron man, has he lost his mind"
metal,metal.00066.wav,66,"Paranoid, finished with my woman"
metal,metal.00067.wav,67,"War pigs, generals gathered in their masses"
metal,metal.00068.wav,68,"Heaven and hell, singing the blues"
metal,metal.00069.wav,69,"Crazy train, all aboard"
metal,metal.00070.wav,70,"Mr. crowley, what went on in your head"
metal,metal.00071.wav,71,"Bark at the moon, years spent in torment"
metal,metal.00072.wav,72,"Running with the devil, I found the simple life"
metal,metal.00073.wav,73,"Ace of spades, if you like to gamble"
metal,metal.00074.wav,74,"The trooper, you'll take my life"
metal,metal.00075.wav,75,"Run to the hills, run for your lives"
metal,metal.00076.wav,76,"The number of the beast, woe to you oh earth and sea"
metal,metal.00077.wav,77,"Fear of the dark, I am a man who walks alone"
metal,metal.00078.wav,78,"Hallowed be thy name, I'm waiting in my cold cell"
metal,metal.00079.wav,79,"2 minutes to midnight, the killer's breed or the demon's seed"
metal,metal.00080.wav,80,"Wasted years, from the coast of gold"
metal,metal.00081.wav,81,"Children of the grave, yeah"
metal,metal.00082.wav,82,"Symptom of the universe, yeah"
metal,metal.00083.wav,83,"Snowblind, what you get and what you see"
metal,metal.00084.wav,84,"Sweet leaf, alright now"
metal,metal.00085.wav,85,"Fairies wear boots, you gotta believe me"
metal,metal.00086.wav,86,"Into the void, rocket engines burning fuel so fast"
metal,metal.00087.wav,87,"Electric funeral, reflection of a dying sun"
metal,metal.00088.wav,88,"Hand of doom, now you know the feeling"
metal,metal.00089.wav,89,"Rat salad, alright now"
metal,metal.00090.wav,90,"Sabbath bloody sabbath, nobody's bleeding"
metal,metal.00091.wav,91,"Killing yourself to live, seen a lot of people screaming"
metal,metal.00092.wav,92,"Supernaut, I've seen the future and I've left it behind"
metal,metal.00093.wav,93,"Under the sun, never caring about the weather"
metal,metal.00094.wav,94,"Spiral architect, I am he, the bornless one"
metal,metal.00095.wav,95,"Meglomania, now I have you with me"
metal,metal.00096.wav,96,"The writ, you've always been so fucking special"
metal,metal.00097.wav,97,"Dirty women, city women, they're a dirty women"
metal,metal.00098.wav,98,"Never say die, you never say die"
metal,metal.00099.wav,99,"Die young, do you remember when we were young"
pop,pop.00000.wav,0,"Catchy chorus, melody line, Pop music feeling fine"
pop,pop.00001.wav,1,"Radio playing, top 40 hit, Making everyone submit"
pop,pop.00002.wav,2,"Dance floor moving, lights so bright, Everything feels so right"
pop,pop.00003.wav,3,"Love song playing, heart so true, Everything about you"
pop,pop.00004.wav,4,"Summer anthem, beach and sun, Having so much fun"
pop,pop.00005.wav,5,"Breakup song, tears and pain, Falling like the rain"
pop,pop.00006.wav,6,"Party anthem, Friday night, Everything feels so right"
pop,pop.00007.wav,7,"Ballad slow, emotions high, Reaching for the sky"
pop,pop.00008.wav,8,"Upbeat tempo, happy sound, Making feelings come around"
pop,pop.00009.wav,9,"Synth pop, electronic beat, Making everything feel so sweet"
pop,pop.00010.wav,10,"Bubblegum pop, sweet and light, Making everything feel so bright"
pop,pop.00011.wav,11,"Teen pop, young and free, That's the way it's meant to be"
pop,pop.00012.wav,12,"Pop rock, guitar sound, Making feelings come around"
pop,pop.00013.wav,13,"Pop soul, R&B blend, Never ever end"
pop,pop.00014.wav,14,"Dance pop, four on the floor, Making you want more"
pop,pop.00015.wav,15,"Electropop, synthesizers, Making everyone feel so"
pop,pop.00016.wav,16,"Indie pop, alternative sound, Making feelings come around"
pop,pop.00017.wav,17,"Pop punk, fast and loud, Breaking through the crowd"
pop,pop.00018.wav,18,"Sophisti-pop, smooth and cool, That's the general rule"
pop,pop.00019.wav,19,"Power pop, catchy hooks, Giving everyone looks"
pop,pop.00020.wav,20,"Pop country, crossover sound, Making feelings come around"
pop,pop.00021.wav,21,"Latin pop, rhythm strong, Carrying the night along"
pop,pop.00022.wav,22,"K-pop, Korean sound, Making feelings come around"
pop,pop.00023.wav,23,"J-pop, Japanese style, Making everyone smile"
pop,pop.00024.wav,24,"Europop, European sound, Making feelings come around"
pop,pop.00025.wav,25,"Baroque pop, orchestral blend, Never ever end"
pop,pop.00026.wav,26,"Dream pop, atmospheric sound, Making feelings come around"
pop,pop.00027.wav,27,"Synth-pop, 80s sound, Making feelings come around"
pop,pop.00028.wav,28,"New wave pop, post-punk sound, Making feelings come around"
pop,pop.00029.wav,29,"Britpop, British sound, Making feelings come around"
pop,pop.00030.wav,30,"Girl group pop, harmonies, Making everyone feel free"
pop,pop.00031.wav,31,"Boy band pop, synchronized, Making everyone feel so"
pop,pop.00032.wav,32,"Teen idol pop, young fans, Making feelings come around"
pop,pop.00033.wav,33,"Adult contemporary, smooth sound, Making feelings come around"
pop,pop.00034.wav,34,"Christmas pop, holiday cheer, Making everyone feel so dear"
pop,pop.00035.wav,35,"Novelty pop, funny songs, Where nothing belongs"
pop,pop.00036.wav,36,"One-hit wonder, single hit, That was it"
pop,pop.00037.wav,37,"Mainstream pop, commercial sound, Making feelings come around"
pop,pop.00038.wav,38,"Underground pop, indie sound, Making feelings come around"
pop,pop.00039.wav,39,"Experimental pop, breaking rules, That's what makes it so cool"
pop,pop.00040.wav,40,"Like a virgin, touched for the very first time"
pop,pop.00041.wav,41,"Material girl, living in a material world"
pop,pop.00042.wav,42,"Like a prayer, life is a mystery"
pop,pop.00043.wav,43,"Vogue, strike a pose"
pop,pop.00044.wav,44,"Billie jean, is not my lover"
pop,pop.00045.wav,45,"Beat it, just beat it"
pop,pop.00046.wav,46,"Thriller, 'cause this is thriller"
pop,pop.00047.wav,47,"Bad, bad, really really bad"
pop,pop.00048.wav,48,"The way you make me feel, you really turn me on"
pop,pop.00049.wav,49,"Man in the mirror, I'm starting with the man in the mirror"
pop,pop.00050.wav,50,"Smooth criminal, Annie are you okay"
pop,pop.00051.wav,51,"Black or white, it don't matter if you're black or white"
pop,pop.00052.wav,52,"Heal the world, make it a better place"
